session,side,target,start_ts,end_ts,completion_ts,completion_type,n_ticks,max_reload,max_defense,regime_clear_count,regime_count,node_sequence,footprint,completion_spot,mfe_600,mae_600,censored,own_micro,opp_micro,micro_sep,opp_accepted,opp_entry_ready,opp_build,own_build,opp_failure,own_failure,opp_phase
20260821,LONG,24300.0,1787292955.03,1787306980.8,1787292955.03,ACCEPTED,28403,30,519,0,1,CLEARING > RELOAD > DEFENSE,N4_REPEATED_RELOAD_DEFENSE,24298.6,12.350000000002185,-9.849999999998545,False,-0.07,0.07,0.14,False,False,48.0,37.5,35.1,85.0,BUILDING
20260821,LONG,24300.0,1787312998.734,1787313000.28,1787312998.734,ACCEPTED,2,206,10771,0,1,WATCH > RELOAD > DEFENSE,N4_REPEATED_RELOAD_DEFENSE,24283.65,0.0,0.0,False,0.02,-0.02,0.04,True,False,43.6,43.9,85.0,85.0,CLEARING
20260821,LONG,24300.0,1787316588.776,1787316589.644,1787316588.776,ACCEPTED,2,206,10771,0,1,WATCH > RELOAD > DEFENSE,N4_REPEATED_RELOAD_DEFENSE,24283.65,0.0,0.0,False,0.02,-0.02,0.04,True,False,43.6,43.9,85.0,85.0,CLEARING
20260821,LONG,24300.0,1787319265.445,1787319265.673,1787319265.445,ACCEPTED,2,206,10771,0,1,WATCH > RELOAD > DEFENSE,N4_REPEATED_RELOAD_DEFENSE,24283.65,0.0,0.0,True,0.02,-0.02,0.04,True,False,43.6,43.9,85.0,85.0,CLEARING
20260821,LONG,24305.0,1787288333.998,1787290539.004,1787288366.998,ACCEPTED,4397,1,22,0,5,BUILDING > CLEARING > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24308.75,0.5499999999992724,-12.950000000000728,False,0.21,-0.21,0.42,False,False,28.7,55.0,29.1,50.6,WATCH
20260821,LONG,24320.0,1787283881.743,1787284029.994,1787283889.24,ACCEPTED,294,0,0,0,2,BUILDING > CLEARING > ACCEPTED,N1_DIRECT,24323.4,1.9499999999970896,-51.85000000000218,False,0.06,-0.06,0.12,False,False,35.5,53.2,9.5,10.0,WATCH
20260821,SHORT,24260.0,1787285035.245,1787285446.492,1787285078.245,ACCEPTED,812,0,0,0,3,WATCH > BUILDING > CLEARING > ACCEPTED,N1_DIRECT,24254.7,0.0,-38.70000000000073,False,0.36,-0.36,0.72,False,False,40.5,58.4,23.3,10.0,WATCH
20260821,SHORT,24275.0,1787284996.993,1787285034.742,1787285002.991,ACCEPTED,74,0,0,0,1,BUILDING > CLEARING > ACCEPTED,N1_DIRECT,24270.2,15.5,-19.299999999999272,False,-0.09,0.09,0.18,False,False,59.2,41.0,47.4,11.7,WATCH
20260821,SHORT,24285.0,1787284222.738,1787284958.991,1787284240.341,ACCEPTED,1460,5,28,0,5,BUILDING > RELOAD > DEFENSE > BUILDING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > RELOAD > DEFENSE > CLEARING > DEFENSE > CLEARING > RELOAD > DEFENSE > ACCEPTED,N4_REPEATED_RELOAD_DEFENSE,24281.75,13.75,-3.700000000000728,False,0.01,-0.01,0.02,False,False,46.5,50.3,18.0,46.3,WATCH
20260821,SHORT,24285.0,1787294775.511,1787306980.8,1787294776.511,ACCEPTED,24293,0,0,0,1,BUILDING > CLEARING > ACCEPTED,N1_DIRECT,24281.2,0.4000000000014552,-15.75,False,-0.3,0.3,0.6,True,False,48.9,35.7,85.0,15.9,WATCH
20260821,SHORT,24285.0,1787312998.734,1787313000.28,1787312998.734,ACCEPTED,2,260,21588,0,1,CLEARING > RELOAD > DEFENSE,N4_REPEATED_RELOAD_DEFENSE,24283.65,0.0,0.0,False,-0.02,0.02,0.04,True,False,43.9,43.6,85.0,85.0,WATCH
20260821,SHORT,24285.0,1787316588.776,1787316589.644,1787316588.776,ACCEPTED,2,260,21590,0,1,CLEARING > RELOAD > DEFENSE,N4_REPEATED_RELOAD_DEFENSE,24283.65,0.0,0.0,False,-0.02,0.02,0.04,True,False,43.9,43.6,85.0,85.0,WATCH
20260821,SHORT,24285.0,1787319265.445,1787319265.673,1787319265.445,ACCEPTED,2,260,21592,0,1,CLEARING > RELOAD > DEFENSE,N4_REPEATED_RELOAD_DEFENSE,24283.65,0.0,0.0,True,-0.02,0.02,0.04,True,False,43.9,43.6,85.0,85.0,WATCH
20260821,SHORT,24290.0,1787286040.242,1787287073.995,1787286062.742,ACCEPTED,2054,1,1,0,3,BUILDING > CLEARING > RELOAD > DEFENSE > CLEARING > ACCEPTED,N3_SINGLE_RELOAD_DEFENSE,24287.9,4.0,-13.099999999998545,False,0.02,-0.02,0.04,True,True,50.0,45.3,42.4,26.7,ACCEPTED
20260821,SHORT,24290.0,1787287315.752,1787287900.745,1787287339.247,ACCEPTED,1163,0,0,0,1,BUILDING > CLEARING > ACCEPTED,N1_DIRECT,24285.85,9.0,-8.25,False,0.27,-0.27,0.54,True,False,58.6,54.1,85.0,10.0,CLEARING
